"";"uno";"kd_br";"team";"Player";"idmatch"
"7830";"#2369010";1,03749267721148;"team_seven";"Player 2";"#14897048572809426462"
"7831";"#6905589061244904750";0,929775280898876;"team_twenty_seven";"Player 2";"#14897048572809426462"
"7832";"#14317359553703389624";0,886304909560723;"team_thirty_five";"Player 2";"#14897048572809426462"
"7833";"#10860275768869292277";0,976085519065462;"team_thirty_seven";"Player 2";"#14897048572809426462"
"7834";"#11382771430483077883";0,55663430420712;"team_seventeen";"Player 2";"#14897048572809426462"
"7835";"#8708301181343158952";1,12748045700541;"team_thirty_one";"Player 2";"#14897048572809426462"
"7836";"#8358350922961329581";0,8;"team_twenty_nine";"Player 2";"#14897048572809426462"
"7837";"#5858837547763786115";1,69302465423933;"team_nineteen";"Player 2";"#14897048572809426462"
"7838";"#33993320";1,33766011955594;"team_seven";"Player 2";"#14897048572809426462"
"7839";"#14610646410539282956";1,6164047151277;"allies";"Player 2";"#14897048572809426462"
"7840";"#1461312757090191233";1,03883495145631;"team_eighteen";"Player 2";"#14897048572809426462"
"7841";"#13172225906365815716";1,4036488027366;"team_thirteen";"Player 2";"#14897048572809426462"
"7842";"#2373546890171293009";1,08400646203554;"team_twelve";"Player 2";"#14897048572809426462"
"7843";"#14273864252784796539";1,16982097186701;"team_eleven";"Player 2";"#14897048572809426462"
"7844";"#13993452177822380497";1,89135254988914;"team_thirteen";"Player 2";"#14897048572809426462"
"7845";"#15100953211262852392";0,860294117647059;"team_ten";"Player 2";"#14897048572809426462"
"7846";"#2262579670958933419";2,15513043478261;"team_twenty";"Player 2";"#14897048572809426462"
"7847";"#13753186678364495658";2,33787465940055;"team_fifteen";"Player 2";"#14897048572809426462"
"7848";"#15957469247725115766";1,6927409261577;"team_eighteen";"Player 2";"#14897048572809426462"
"7849";"#14819526471019427240";1,41390417393638;"team_six";"Player 2";"#14897048572809426462"
"7850";"#4394329805486466207";0,773918534891064;"team_twenty";"Player 2";"#14897048572809426462"
"7851";"#1519240048025224590";1,41078753076292;"team_fourteen";"Player 2";"#14897048572809426462"
"7852";"#24219926";1,73140582442908;"team_twenty_eight";"Player 2";"#14897048572809426462"
"7853";"#10711960566600041721";0,516898608349901;"team_twenty_nine";"Player 2";"#14897048572809426462"
"7854";"#11291386667929240231";0,844451003541913;"team_thirty_five";"Player 2";"#14897048572809426462"
"7855";"#353435010156760178";2,79006085192698;"team_eight";"Player 2";"#14897048572809426462"
"7856";"#460479344456372089";1,00214316330904;"team_eleven";"Player 2";"#14897048572809426462"
"7857";"#17639336473811470494";1,40895991616453;"team_twenty_three";"Player 2";"#14897048572809426462"
"7858";"#5293231055429516669";2,09904153354633;"team_twenty_eight";"Player 2";"#14897048572809426462"
"7859";"#25944040";1,09249329758713;"team_eight";"Player 2";"#14897048572809426462"
"7860";"#2721447961655480498";0,614213197969543;"team_forty";"Player 2";"#14897048572809426462"
"7861";"#34932646";1,18712753277712;"team_thirty_two";"Player 2";"#14897048572809426462"
"7862";"#17807315500136150366";1,33452914798206;"team_four";"Player 2";"#14897048572809426462"
"7863";"#3649251149193364414";3,66858457997699;"team_thirty_three";"Player 2";"#14897048572809426462"
"7864";"#16793831946052453952";0,783216783216783;"team_twenty_two";"Player 2";"#14897048572809426462"
"7865";"#14958167254199161428";1,27310126582278;"team_eleven";"Player 2";"#14897048572809426462"
"7866";"#535132858855129233";0,553299492385787;"team_forty";"Player 2";"#14897048572809426462"
"7867";"#8573092287684500823";1,30528691166989;"axis";"Player 2";"#14897048572809426462"
"7868";"#12898724137731642451";0,793504901960784;"team_ten";"Player 2";"#14897048572809426462"
"7869";"#1299255858681587342";0,681899641577061;"team_thirty_eight";"Player 2";"#14897048572809426462"
"7870";"#17513515841933438947";0,874550682961898;"team_twenty_three";"Player 2";"#14897048572809426462"
"7871";"#17008078180216604202";0,789219240995891;"team_nine";"Player 2";"#14897048572809426462"
"7872";"#7375099788315223820";1,41387984610832;"team_thirty_four";"Player 2";"#14897048572809426462"
"7873";"#1324573050151331722";2,41611196449906;"team_eight";"Player 2";"#14897048572809426462"
"7874";"#1019574921123904965";0,736675461741425;"team_thirty_nine";"Player 2";"#14897048572809426462"
"7875";"#4675175363359002788";0,745954692556634;"team_twenty_seven";"Player 2";"#14897048572809426462"
"7876";"#4328541940548091963";0,682713347921225;"team_thirty_eight";"Player 2";"#14897048572809426462"
"7877";"#11157479047756610675";1,04166666666667;"team_thirty_one";"Player 2";"#14897048572809426462"
"7878";"#17100704883421416821";1,66077661431065;"team_seventeen";"Player 2";"#14897048572809426462"
"7879";"#49694468083627625";1,68365553602812;"team_five";"Player 2";"#14897048572809426462"
"7880";"#12139884245090935657";1,33582089552239;"team_twenty_two";"Player 2";"#14897048572809426462"
"7881";"#337932878137182615";0,715478841870824;"team_thirty_six";"Player 2";"#14897048572809426462"
"7882";"#9422010330087109203";2,0948361469712;"team_fourteen";"Player 2";"#14897048572809426462"
"7883";"#7473704152216286606";0,727027027027027;"team_six";"Player 2";"#14897048572809426462"
"7884";"#16675895283806925018";0,954394693200663;"team_sixteen";"Player 2";"#14897048572809426462"
"7885";"#5337024390870804110";0,673824959481361;"team_eighteen";"Player 2";"#14897048572809426462"
"7886";"#10901496938964757351";1,42992783896696;"allies";"Player 2";"#14897048572809426462"
"7887";"#15553067024726989704";0,747474747474748;"team_twenty_three";"Player 2";"#14897048572809426462"
"7888";"#9856335645376282452";0,897196261682243;"team_thirty_six";"Player 2";"#14897048572809426462"
"7889";"#7907351750502090145";0,968730192267061;"team_twenty_six";"Player 2";"#14897048572809426462"
"7890";"#11794597717081572488";0,720481927710843;"team_twenty_six";"Player 2";"#14897048572809426462"
"7891";"#1021818434183141324";1,34681516217272;"axis";"Player 2";"#14897048572809426462"
"7892";"#16674011394821498413";1,004851004851;"team_twenty_four";"Player 2";"#14897048572809426462"
"7893";"#14075451272267641879";0,964285714285714;"axis";"Player 2";"#14897048572809426462"
"7894";"#11761411125286894932";2,04995766299746;"team_eight";"Player 2";"#14897048572809426462"
"7895";"#15671749201811079738";1,49477351916376;"team_four";"Player 2";"#14897048572809426462"
"7896";"#13396928195873426210";1,64307096319775;"team_thirty_five";"Player 2";"#14897048572809426462"
"7897";"#13090260833944181695";0,727272727272727;"team_sixteen";"Player 2";"#14897048572809426462"
"7898";"#9862550849555155160";1,8919395465995;"team_nine";"Player 2";"#14897048572809426462"
"7899";"#6802588562607460358";1,46376811594203;"team_seven";"Player 2";"#14897048572809426462"
"7900";"#947903554028024231";2,7042818911686;"team_thirty_three";"Player 2";"#14897048572809426462"
"7901";"#6180231404081540435";0,418903803131991;"team_thirty_eight";"Player 2";"#14897048572809426462"
"7902";"#17220065821236230363";1,48313148788927;"team_six";"Player 2";"#14897048572809426462"
"7903";"#13699077284311737981";1,51519597568644;"team_fifteen";"Player 2";"#14897048572809426462"
"7904";"#3901283526432076034";1,10213811037272;"team_six";"Player 2";"#14897048572809426462"
"7905";"#8164268107475704938";0,762793327678824;"team_forty";"Player 2";"#14897048572809426462"
"7906";"#3561088811529573117";1,9559357179886;"team_twenty_eight";"Player 2";"#14897048572809426462"
"7907";"#10029449272171708312";0,942493946731235;"team_three";"Player 2";"#14897048572809426462"
"7908";"#7526546053698722771";0,742935278030994;"team_twenty_five";"Player 2";"#14897048572809426462"
"7909";"#11343592643820752847";0,853966649823143;"team_twenty_five";"Player 2";"#14897048572809426462"
"7910";"#9361578306694397991";1,04078888390856;"team_seventeen";"Player 2";"#14897048572809426462"
"7911";"#4074286844791210799";1;"team_twenty_four";"Player 2";"#14897048572809426462"
"7912";"#14468596161835515215";0,118055555555556;"team_twenty_nine";"Player 2";"#14897048572809426462"
"7913";"#10648194603110222905";1,26114649681529;"team_ten";"Player 2";"#14897048572809426462"
"7914";"#4209868518238284933";1,02365559800176;"team_nine";"Player 2";"#14897048572809426462"
"7915";"#9976500797694105829";1,04045422285309;"team_five";"Player 2";"#14897048572809426462"
"7916";"#14749868499820925114";1,32971765831871;"team_thirty_nine";"Player 2";"#14897048572809426462"
"7917";"#8793568972167230615";1,0045045045045;"team_twenty_six";"Player 2";"#14897048572809426462"
"7918";"#8859103515554874865";0,956315289648623;"team_twenty_eight";"Player 2";"#14897048572809426462"
"7919";"#11427603296435936603";0,166986564299424;"team_thirty";"Player 2";"#14897048572809426462"
"7920";"#8015883186887487691";0,697674418604651;"team_forty";"Player 2";"#14897048572809426462"
"7921";"#15315900";1,77344611989702;"team_nineteen";"Player 2";"#14897048572809426462"
"7922";"#14258216505403455258";0,668297455968689;"team_thirty_seven";"Player 2";"#14897048572809426462"
"7923";"#846200159359543337";1,00396650506831;"team_thirty_five";"Player 2";"#14897048572809426462"
"7924";"#13355550164674898069";2,17039106145251;"team_four";"Player 2";"#14897048572809426462"
"7925";"#9929153676521078384";1,76268221574344;"team_twenty";"Player 2";"#14897048572809426462"
"7926";"#15411460275087512465";1,04295010845987;"team_eighteen";"Player 2";"#14897048572809426462"
"7927";"#15986514197001564441";1,32270916334661;"team_nineteen";"Player 2";"#14897048572809426462"
"7928";"#12899758649782345716";0,950778816199377;"team_ten";"Player 2";"#14897048572809426462"
"7929";"#7708114402200956570";1,42554858934169;"team_three";"Player 2";"#14897048572809426462"
"7930";"#16986239039067366744";0,697004608294931;"team_thirty_nine";"Player 2";"#14897048572809426462"
"7931";"#12116287178409193780";1,17423133235725;"team_twenty_four";"Player 2";"#14897048572809426462"
"7932";"#3405933890504454621";1,39504036908881;"team_thirty_one";"Player 2";"#14897048572809426462"
"7933";"#2025432186650196153";1,34407447189402;"team_five";"Player 2";"#14897048572809426462"
"7934";"#9878377494778101146";1,89488574537541;"axis";"Player 2";"#14897048572809426462"
"7935";"#4495574550002718577";0,740963855421687;"team_twenty_five";"Player 2";"#14897048572809426462"
"7936";"#11994862347287312428";1,80228619813717;"allies";"Player 2";"#14897048572809426462"
"7937";"#9243692716151604180";1,18768074031232;"team_twenty_eight";"Player 2";"#14897048572809426462"
"7938";"#17326538579728965677";0,573170731707317;"team_thirty_seven";"Player 2";"#14897048572809426462"
"7939";"#8725600728673618920";0,894385551629368;"team_thirteen";"Player 2";"#14897048572809426462"
"7940";"#12927675987650240216";0,96125;"team_twelve";"Player 2";"#14897048572809426462"
"7941";"#310023773042747980";1,92378589152783;"team_twenty_one";"Player 2";"#14897048572809426462"
"7942";"#7048740311218394535";0,456558773424191;"team_thirty_eight";"Player 2";"#14897048572809426462"
"7943";"#4308013575657114983";0,319480519480519;"team_thirty_nine";"Player 2";"#14897048572809426462"
"7944";"#17318706418701135465";0,598238482384824;"team_fifteen";"Player 2";"#14897048572809426462"
"7945";"#3404987180586455866";0,925016160310278;"team_twenty_one";"Player 2";"#14897048572809426462"
"7946";"#7561031312848237860";0,982352941176471;"team_twenty_two";"Player 2";"#14897048572809426462"
"7947";"#8295891935733880189";0,6;"team_twenty_six";"Player 2";"#14897048572809426462"
"7948";"#13624048993108002569";0,902962962962963;"team_twenty_seven";"Player 2";"#14897048572809426462"
"7949";"#16122621735760864586";1,71799628942486;"team_five";"Player 2";"#14897048572809426462"
"7950";"#7986879443436195805";1,30024213075061;"team_twenty_three";"Player 2";"#14897048572809426462"
"7951";"#11456541280669906829";0,840215439856373;"team_thirty_seven";"Player 2";"#14897048572809426462"
"7952";"#9846596823878397265";0,865246584857606;"team_thirty_two";"Player 2";"#14897048572809426462"
"7953";"#9090916256102340826";0,495645288994458;"team_thirty_six";"Player 2";"#14897048572809426462"
"7954";"#15560107703052278113";1,26063031515758;"team_thirty";"Player 2";"#14897048572809426462"
"7955";"#332022378068029783";0,905601006922593;"team_twenty_one";"Player 2";"#14897048572809426462"
"7956";"#4822666752568559506";0,974600573535436;"team_twenty_four";"Player 2";"#14897048572809426462"
"7957";"#3330657611828359661";0,95910780669145;"team_nine";"Player 2";"#14897048572809426462"
"7958";"#11337452584801549508";1,02278481012658;"team_twenty_two";"Player 2";"#14897048572809426462"
"7959";"#5744887642420823459";0,777931034482759;"team_thirty";"Player 2";"#14897048572809426462"
"7960";"#11630651667613875363";0,808837209302326;"team_thirty_six";"Player 2";"#14897048572809426462"
"7961";"#733011251696783221";0,494477485131691;"team_thirty_two";"Player 2";"#14897048572809426462"
"7962";"#17297505706022164897";1,014812955059;"team_twenty";"Player 2";"#14897048572809426462"
"7963";"#15222244130119951294";0,77361776229865;"team_thirty_one";"Player 2";"#14897048572809426462"
"7964";"#10635647656098607709";1,53235028588625;"team_fourteen";"Player 2";"#14897048572809426462"
"7965";"#4788179909407450852";0,703703703703704;"team_fifteen";"Player 2";"#14897048572809426462"
"7966";"#13676019084559099484";1,60578313253012;"team_twelve";"Player 2";"#14897048572809426462"
"7967";"#13556887766314864282";0,541379310344828;"team_fifty_one";"savyultras90";"#15189993568406841353"
"7968";"#8619445174691919921";1,33673469387755;"team_thirteen";"savyultras90";"#15189993568406841353"
"7969";"#10701315106864990633";1,0233906437425;"team_nine";"savyultras90";"#15189993568406841353"
"7970";"#15146074256059282588";1,10734011046186;"team_four";"savyultras90";"#15189993568406841353"
"7971";"#10113973560773015565";1,25225563909774;"team_four";"savyultras90";"#15189993568406841353"
"7972";"#10608282943961347965";1,20538720538721;"team_twenty_eight";"savyultras90";"#15189993568406841353"
"7973";"#2474503878562974771";1,36721991701245;"team_twenty_two";"savyultras90";"#15189993568406841353"
"7974";"#36746836";0,891034985422741;"team_thirty_six";"savyultras90";"#15189993568406841353"
"7975";"#15641940848674672056";0,509233926128591;"team_forty_eight";"savyultras90";"#15189993568406841353"
"7976";"#1037912449462169172";1,31611316113161;"team_five";"savyultras90";"#15189993568406841353"
"7977";"#1966765314569852751";3,2625719057339;"team_eight";"savyultras90";"#15189993568406841353"
"7978";"#3691728";4,9242495863862;"allies";"savyultras90";"#15189993568406841353"
"7979";"#4502561683465659";0,895627644569817;"team_forty_two";"savyultras90";"#15189993568406841353"
"7980";"#17200072928918879450";1,17635658914729;"team_three";"savyultras90";"#15189993568406841353"
"7981";"#27851582";1,64204545454545;"team_twelve";"savyultras90";"#15189993568406841353"
"7982";"#8035506708564795033";0,538461538461538;"team_twenty_two";"savyultras90";"#15189993568406841353"
"7983";"#1723978554132450999";1,22614107883817;"team_forty";"savyultras90";"#15189993568406841353"
"7984";"#15059732417157689684";1,54483651667206;"team_twenty_one";"savyultras90";"#15189993568406841353"
"7985";"#16554759441417178005";1,00632054176072;"team_twenty_six";"savyultras90";"#15189993568406841353"
"7986";"#10715525033803501383";2,22977777777778;"axis";"savyultras90";"#15189993568406841353"
"7987";"#21306876";1,48191365227538;"team_forty_one";"savyultras90";"#15189993568406841353"
"7988";"#16726019064985632016";1,01587815942968;"team_forty_nine";"savyultras90";"#15189993568406841353"
"7989";"#19760750";1,12307067424858;"team_thirty_three";"savyultras90";"#15189993568406841353"
"7990";"#18307392152328063393";0,688796013502652;"team_thirty_one";"savyultras90";"#15189993568406841353"
"7991";"#3388876592300156620";0,794459338695264;"team_forty_four";"savyultras90";"#15189993568406841353"
"7992";"#1807082976600033480";1,2544964028777;"team_twenty_two";"savyultras90";"#15189993568406841353"
"7993";"#11723453163164595032";1,57698541329011;"axis";"savyultras90";"#15189993568406841353"
"7994";"#10906834080557187189";0,904517453798768;"team_thirty_three";"savyultras90";"#15189993568406841353"
"7995";"#9654623700013801493";1,27606263982103;"team_thirty_eight";"savyultras90";"#15189993568406841353"
"7996";"#11805431452980513534";0,544610624033007;"team_thirty";"savyultras90";"#15189993568406841353"
"7997";"#16728773796507605197";1,3284332688588;"team_seven";"savyultras90";"#15189993568406841353"
"7998";"#5637167587169305095";0,88745899571032;"team_sixteen";"savyultras90";"#15189993568406841353"
"7999";"#2325542918148344086";0,962138084632517;"team_twenty_four";"savyultras90";"#15189993568406841353"
"8000";"#3578676760850244114";0,423800383877159;"team_forty_four";"savyultras90";"#15189993568406841353"
"8001";"#11420940126373772003";1,00552721088435;"team_seventeen";"savyultras90";"#15189993568406841353"
"8002";"#6007866834825737762";1,60750962772786;"team_five";"savyultras90";"#15189993568406841353"
"8003";"#11310482704729311307";1,90227817745803;"team_eight";"savyultras90";"#15189993568406841353"
"8004";"#15149958530687970997";1,2981455064194;"team_thirty_one";"savyultras90";"#15189993568406841353"
"8005";"#11756389355341517581";0,929777036882684;"team_twenty_three";"savyultras90";"#15189993568406841353"
"8006";"#14395468057633283269";0,378590078328982;"team_thirty_four";"savyultras90";"#15189993568406841353"
"8007";"#2174237851180956550";1,24263431542461;"team_thirty_nine";"savyultras90";"#15189993568406841353"
"8008";"#17120726157519798193";0,443037974683544;"team_twenty";"savyultras90";"#15189993568406841353"
"8009";"#16548585455470040173";0,888096935138988;"team_forty_two";"savyultras90";"#15189993568406841353"
"8010";"#9114035551614585143";1,26393010220903;"team_forty_seven";"savyultras90";"#15189993568406841353"
"8011";"#11172819587829152360";1,85969976905312;"team_five";"savyultras90";"#15189993568406841353"
"8012";"#16262679818745583807";1,25224719101124;"team_fourteen";"savyultras90";"#15189993568406841353"
"8013";"#17902395710866660603";1,38982764447448;"team_ten";"savyultras90";"#15189993568406841353"
"8014";"#3907983806427220339";0,979166666666667;"team_forty_five";"savyultras90";"#15189993568406841353"
"8015";"#11786031193889222061";1,06206896551724;"team_forty_three";"savyultras90";"#15189993568406841353"
"8016";"#2366191578006290584";1,74227388715622;"team_forty_seven";"savyultras90";"#15189993568406841353"
"8017";"#17206232";1,22018348623853;"team_twenty_three";"savyultras90";"#15189993568406841353"
"8018";"#5060013840710911205";0,697426796805679;"team_forty_six";"savyultras90";"#15189993568406841353"
"8019";"#13538753959280475597";1,7594002855783;"team_seven";"savyultras90";"#15189993568406841353"
"8020";"#8521169334132535099";1,10251046025105;"team_eighteen";"savyultras90";"#15189993568406841353"
"8021";"#10434464166560414120";0,579766536964981;"team_forty_three";"savyultras90";"#15189993568406841353"
"8022";"#9796926830789710472";0,8000942951438;"team_forty_nine";"savyultras90";"#15189993568406841353"
"8023";"#2077363052978341816";0,843283582089552;"team_twenty_four";"savyultras90";"#15189993568406841353"
"8024";"#1138521156822885751";1,2152034261242;"team_twenty";"savyultras90";"#15189993568406841353"
"8025";"#17367065685401768757";1,05103359173127;"team_fourteen";"savyultras90";"#15189993568406841353"
"8026";"#3512151126685457511";1,34101382488479;"team_twenty_seven";"savyultras90";"#15189993568406841353"
"8027";"#1701071885067030323";0,884769775678867;"team_forty_eight";"savyultras90";"#15189993568406841353"
"8028";"#13863246651408697016";1,64651837524178;"team_twenty_five";"savyultras90";"#15189993568406841353"
"8029";"#8970708449391190361";3,65849992484593;"allies";"savyultras90";"#15189993568406841353"
"8030";"#11277549246926434862";2,02767857142857;"team_nineteen";"savyultras90";"#15189993568406841353"
"8031";"#4057474577593389327";1,20199916701374;"team_nine";"savyultras90";"#15189993568406841353"
"8032";"#14889971699370947873";1,08676989115438;"team_twenty_five";"savyultras90";"#15189993568406841353"
"8033";"#9800037645215536019";1,02199361475701;"team_twenty_eight";"savyultras90";"#15189993568406841353"
"8034";"#3248600908202564804";0,603024574669187;"team_fifty";"savyultras90";"#15189993568406841353"
"8035";"#5923184349895392106";1,05284204512996;"team_forty_eight";"savyultras90";"#15189993568406841353"
"8036";"#1358316055947676042";0,66017316017316;"team_thirty_two";"savyultras90";"#15189993568406841353"
"8037";"#7126899083064553690";0,902316213494461;"team_thirty_three";"savyultras90";"#15189993568406841353"
"8038";"#14864832297139774863";0,746008708272859;"team_thirty_nine";"savyultras90";"#15189993568406841353"
"8039";"#11730588141051621941";0,736621196222455;"team_eleven";"savyultras90";"#15189993568406841353"
"8040";"#14747053148385927195";1,30455259026688;"team_twenty_four";"savyultras90";"#15189993568406841353"
"8041";"#11987068895032382266";1,56067758955846;"team_eleven";"savyultras90";"#15189993568406841353"
"8042";"#1346287784259916344";0,875;"team_twenty_eight";"savyultras90";"#15189993568406841353"
"8043";"#11370741863747515787";1,57203751065644;"team_forty_five";"savyultras90";"#15189993568406841353"
"8044";"#11538749215635731004";1,28898225957049;"team_forty";"savyultras90";"#15189993568406841353"
"8045";"#2091162213830629810";0,682105263157895;"team_thirty_eight";"savyultras90";"#15189993568406841353"
"8046";"#1588434584085262684";1,02054601745004;"team_thirty_one";"savyultras90";"#15189993568406841353"
"8047";"#19168460";1,18667264976442;"team_twenty_three";"savyultras90";"#15189993568406841353"
"8048";"#13248524438847719298";1,96668401874024;"team_sixteen";"savyultras90";"#15189993568406841353"
"8049";"#12930071090112920634";1,31764705882353;"team_forty_two";"savyultras90";"#15189993568406841353"
"8050";"#38776354";3,68627713749665;"allies";"savyultras90";"#15189993568406841353"
"8051";"#16851854514969832525";0,525073746312684;"team_nineteen";"savyultras90";"#15189993568406841353"
"8052";"#12932888919769269304";1,46153846153846;"team_twenty_nine";"savyultras90";"#15189993568406841353"
"8053";"#9499749689061652664";1,27679782903664;"team_ten";"savyultras90";"#15189993568406841353"
"8054";"#18444619744497311623";1,44050343249428;"team_forty_one";"savyultras90";"#15189993568406841353"
"8055";"#14229184260029689940";0,956398104265403;"team_thirteen";"savyultras90";"#15189993568406841353"
"8056";"#17865854530009439695";1,25845316750874;"team_nineteen";"savyultras90";"#15189993568406841353"
"8057";"#17070202327263498012";1,49787955894826;"axis";"savyultras90";"#15189993568406841353"
"8058";"#12694014187756446911";1,15955056179775;"team_twenty_one";"savyultras90";"#15189993568406841353"
"8059";"#17425602250345078572";0,591098748261474;"team_thirty_two";"savyultras90";"#15189993568406841353"
"8060";"#35276688";1,93315626383355;"team_thirty_seven";"savyultras90";"#15189993568406841353"
"8061";"#7831837905718472327";0,166666666666667;"team_thirty_four";"savyultras90";"#15189993568406841353"
"8062";"#3510045099759561540";1,0098643649815;"team_fifty";"savyultras90";"#15189993568406841353"
"8063";"#11627557368123447642";1,14950703087118;"team_seventeen";"savyultras90";"#15189993568406841353"
"8064";"#16498915991784860896";1,10003356831151;"team_twenty_five";"savyultras90";"#15189993568406841353"
"8065";"#14361837661581981053";1,32064191315293;"team_seven";"savyultras90";"#15189993568406841353"
"8066";"#11886115520000528876";2,1963249516441;"team_eight";"savyultras90";"#15189993568406841353"
"8067";"#14218582271393263791";1,43326488706366;"team_fifteen";"savyultras90";"#15189993568406841353"
"8068";"#1591414498926827698";0,854435831180017;"team_eighteen";"savyultras90";"#15189993568406841353"
"8069";"#9374280685410574696";2,13790386130812;"team_six";"savyultras90";"#15189993568406841353"
"8070";"#12916164531917309562";1,5391874180865;"team_thirty_eight";"savyultras90";"#15189993568406841353"
"8071";"#2285068263594330485";0,967816091954023;"team_forty_seven";"savyultras90";"#15189993568406841353"
"8072";"#9429486789304405340";1,33124300111982;"team_twelve";"savyultras90";"#15189993568406841353"
"8073";"#7220889514204062204";0,693202002260617;"team_fifteen";"savyultras90";"#15189993568406841353"
"8074";"#5819238710672176014";3,4078431372549;"team_six";"savyultras90";"#15189993568406841353"
"8075";"#16052858729617667424";1,34708392603129;"team_thirty_seven";"savyultras90";"#15189993568406841353"
"8076";"#4337535109998001870";1,10933940774487;"team_forty_five";"savyultras90";"#15189993568406841353"
"8077";"#15572772160943269676";1,12913907284768;"team_thirty_five";"savyultras90";"#15189993568406841353"
"8078";"#370291946082488436";1,53403141361257;"team_fourteen";"savyultras90";"#15189993568406841353"
"8079";"#1564254660262720352";0,889655172413793;"team_twenty_six";"savyultras90";"#15189993568406841353"
"8080";"#13496523791493919636";0,396145610278373;"team_twenty_nine";"savyultras90";"#15189993568406841353"
"8081";"#7299430856136051932";1,03650631183896;"team_forty_nine";"savyultras90";"#15189993568406841353"
"8082";"#6644168930508952165";0,402173913043478;"team_twenty";"savyultras90";"#15189993568406841353"
"8083";"#3872643434949889127";1,87487406810397;"team_seventeen";"savyultras90";"#15189993568406841353"
"8084";"#9495668888640625132";0,897458179448186;"team_thirty";"savyultras90";"#15189993568406841353"
"8085";"#9789730148382235350";1,40344281757024;"team_six";"savyultras90";"#15189993568406841353"
"8086";"#13977843983060491204";0,740352191832147;"team_fifteen";"savyultras90";"#15189993568406841353"
"8087";"#17161316631175622089";1,24366706875754;"team_fifty_one";"savyultras90";"#15189993568406841353"
"8088";"#11380668958154556360";1,38098050797401;"team_twenty_six";"savyultras90";"#15189993568406841353"
"8089";"#17618427815562695812";1,00263435194942;"team_thirty_seven";"savyultras90";"#15189993568406841353"
"8090";"#16115801610473770999";0,7739336492891;"team_twenty_one";"savyultras90";"#15189993568406841353"
"8091";"#9012811954376133802";1,13470319634703;"team_thirty_five";"savyultras90";"#15189993568406841353"
"8092";"#15561086008836588140";1,83406113537118;"team_thirty_six";"savyultras90";"#15189993568406841353"
"8093";"#11282367272190175411";1,76057233704293;"team_sixteen";"savyultras90";"#15189993568406841353"
"8094";"#167367537620960048";1,09885057471264;"team_forty_one";"savyultras90";"#15189993568406841353"
"8095";"#11479401602685014020";0,0635838150289017;"team_fifty_one";"savyultras90";"#15189993568406841353"
"8096";"#12722308587359205084";0,647127103888566;"team_forty_three";"savyultras90";"#15189993568406841353"
"8097";"#7046209145233563435";1,16952380952381;"team_forty";"savyultras90";"#15189993568406841353"
"8098";"#14411298205615664585";1,06121537086685;"team_ten";"savyultras90";"#15189993568406841353"
"8099";"#6987808554306190195";0,814273430782459;"team_fifty";"savyultras90";"#15189993568406841353"
"8100";"#8022961020123359654";1,41637125362552;"team_nine";"savyultras90";"#15189993568406841353"
"8101";"#4253262923192570664";1,62827640984909;"team_twenty_seven";"savyultras90";"#15189993568406841353"
"8102";"#16367178928258323076";1,2883064516129;"team_twenty_seven";"savyultras90";"#15189993568406841353"
"8103";"#3567139496353561060";1,14508445214379;"team_four";"savyultras90";"#15189993568406841353"
"8104";"#15825392538954768372";1,16415261756877;"team_thirteen";"savyultras90";"#15189993568406841353"
"8105";"#207625596888101318";0,545871559633027;"team_twenty_nine";"savyultras90";"#15189993568406841353"
"8106";"#2265198729616256346";0,783127787982157;"team_thirty_two";"savyultras90";"#15189993568406841353"
"8107";"#3298866594274396984";2,455;"team_three";"savyultras90";"#15189993568406841353"
"8108";"#6724911908933238194";0,530977312390925;"team_thirty_five";"savyultras90";"#15189993568406841353"
"8109";"#1064708488192859782";1,60079575596817;"team_three";"savyultras90";"#15189993568406841353"
"8110";"#12079716258552860892";1,23685413808871;"team_twelve";"savyultras90";"#15189993568406841353"
"8111";"#9220221145870201953";1,09808612440191;"team_forty_four";"savyultras90";"#15189993568406841353"
"8112";"#7478052281362905293";0,814332247557003;"team_thirty_nine";"savyultras90";"#15189993568406841353"
"8113";"#4968031497241425309";0,695186084142395;"team_thirty";"savyultras90";"#15189993568406841353"
"8114";"#15459098670830446020";0,948448448448448;"team_thirty_six";"savyultras90";"#15189993568406841353"
"8115";"#8282302654997508224";1,39571694599628;"team_eleven";"savyultras90";"#15189993568406841353"
"8116";"#13855122753286039931";0,654875283446712;"team_thirty_four";"savyultras90";"#15189993568406841353"
"8117";"#10249806063328592081";2,78662244333886;"team_eighteen";"savyultras90";"#15189993568406841353"
"8118";"#33157140";0,950068399452804;"team_eleven";"Player 2";"#15268581142147619738"
"8119";"#435690285190452647";0,758992805755396;"team_thirty_eight";"Player 2";"#15268581142147619738"
"8120";"#11852521484988116880";0,852047556142668;"team_twelve";"Player 2";"#15268581142147619738"
"8121";"#1424048817379689952";0,653739612188366;"team_six";"Player 2";"#15268581142147619738"
"8122";"#3627888849209011886";1,02493660185968;"team_eleven";"Player 2";"#15268581142147619738"
"8123";"#17271997347605283045";1,23933823529412;"team_twelve";"Player 2";"#15268581142147619738"
"8124";"#13255830958252005013";3,12432093606352;"team_thirty_eight";"Player 2";"#15268581142147619738"
"8125";"#712880635260281859";0,708651399491094;"team_twenty_one";"Player 2";"#15268581142147619738"
"8126";"#1602782362305899373";1,58540372670807;"team_four";"Player 2";"#15268581142147619738"
