"";"uno";"kd_br";"team";"Player";"idmatch"
"1";"#559104166691013403";0,775881683731513;"team_fifteen";"savyultras90";"#10204140121993059647"
"2";"#17938413817842612566";1,26449831236576;"team_twenty_two";"savyultras90";"#10204140121993059647"
"3";"#11026264835465291028";1,16681985294118;"team_sixteen";"savyultras90";"#10204140121993059647"
"4";"#11435844216674176080";1,37740838685304;"axis";"savyultras90";"#10204140121993059647"
"5";"#7579918509823166403";0,533161953727506;"team_seven";"savyultras90";"#10204140121993059647"
"6";"#9799573280571804462";0,865840707964602;"team_ten";"savyultras90";"#10204140121993059647"
"7";"#790676458329607121";0,46788370520622;"team_eighteen";"savyultras90";"#10204140121993059647"
"8";"#7884929391828627139";0,36533236732476;"team_thirty_two";"savyultras90";"#10204140121993059647"
"9";"#15342809436866663448";0,579654510556622;"axis";"savyultras90";"#10204140121993059647"
"10";"#9563702346380061047";0,810402684563758;"team_twenty_two";"savyultras90";"#10204140121993059647"
"11";"#1159572718797698983";0,748179379072442;"team_twenty_six";"savyultras90";"#10204140121993059647"
"12";"#8382005060724340849";1,25102040816327;"team_twenty_eight";"savyultras90";"#10204140121993059647"
"13";"#15620425953295169103";1,22306192101414;"team_twenty_three";"savyultras90";"#10204140121993059647"
"14";"#18099578026004640015";0,647720715522216;"team_thirty_two";"savyultras90";"#10204140121993059647"
"15";"#11315864435870403474";0,178850248403123;"team_twenty_seven";"savyultras90";"#10204140121993059647"
"16";"#8767574186880160316";1,09549274255157;"team_twenty_six";"savyultras90";"#10204140121993059647"
"17";"#14462135426882929009";0,961538461538462;"team_thirteen";"savyultras90";"#10204140121993059647"
"18";"#256203551268664349";0,77521613832853;"team_six";"savyultras90";"#10204140121993059647"
"19";"#6653818025879093480";0,530323914541695;"team_twenty_seven";"savyultras90";"#10204140121993059647"
"20";"#18270999319510972282";0,638294396340467;"team_three";"savyultras90";"#10204140121993059647"
"21";"#9213219362913686992";0,458654708520179;"team_nineteen";"savyultras90";"#10204140121993059647"
"22";"#5432516346110511239";0,429718875502008;"team_thirty_five";"savyultras90";"#10204140121993059647"
"23";"#16369497454454947743";0,474910394265233;"team_thirty_four";"savyultras90";"#10204140121993059647"
"24";"#4788118168951107482";0,782696177062374;"team_fourteen";"savyultras90";"#10204140121993059647"
"25";"#8326482298137191585";0,794520547945205;"team_fifteen";"savyultras90";"#10204140121993059647"
"26";"#10330105667746059426";0,33096926713948;"team_twenty_six";"savyultras90";"#10204140121993059647"
"27";"#3691728";4,9242495863862;"allies";"savyultras90";"#10204140121993059647"
"28";"#17279007947880433125";0,60077519379845;"team_ten";"savyultras90";"#10204140121993059647"
"29";"#13725332597440173946";0,958989031950405;"team_nine";"savyultras90";"#10204140121993059647"
"30";"#15734261879943300873";1,11745169082126;"team_twenty_nine";"savyultras90";"#10204140121993059647"
"31";"#24536290";0,9079950799508;"team_eleven";"savyultras90";"#10204140121993059647"
"32";"#8322625226738481811";0,713404374649467;"team_three";"savyultras90";"#10204140121993059647"
"33";"#5563378417239897529";0,543297746144721;"team_five";"savyultras90";"#10204140121993059647"
"34";"#2432199909332301901";0,873922413793103;"team_twenty_eight";"savyultras90";"#10204140121993059647"
"35";"#12758002810704232796";0,914862336273724;"team_five";"savyultras90";"#10204140121993059647"
"36";"#10850856597541502888";1,49194312796209;"team_twenty_five";"savyultras90";"#10204140121993059647"
"37";"#15581364353198121071";1,62354551676934;"team_twenty";"savyultras90";"#10204140121993059647"
"38";"#9028080552030355018";1,2209441648694;"team_twenty_seven";"savyultras90";"#10204140121993059647"
"39";"#17997344";1,21504772599663;"team_four";"savyultras90";"#10204140121993059647"
"40";"#1920497719828161501";1,02015186915888;"team_thirty_three";"savyultras90";"#10204140121993059647"
"41";"#2462234855778463264";0,606139534883721;"team_thirty_five";"savyultras90";"#10204140121993059647"
"42";"#7469770455841277649";0,437094155844156;"team_eleven";"savyultras90";"#10204140121993059647"
"43";"#2396202353056004706";0,92607223476298;"team_three";"savyultras90";"#10204140121993059647"
"44";"#8006792905077199332";0,752635449865163;"team_thirty_two";"savyultras90";"#10204140121993059647"
"45";"#6273547159929507351";0,754700480979449;"team_sixteen";"savyultras90";"#10204140121993059647"
"46";"#11374903413158278606";1,32338850174216;"team_ten";"savyultras90";"#10204140121993059647"
"47";"#4962333509297054269";1,17335115864528;"team_fourteen";"savyultras90";"#10204140121993059647"
"48";"#9482807335219288115";0,470994475138122;"team_twenty_eight";"savyultras90";"#10204140121993059647"
"49";"#198792026972836916";0,314338235294118;"team_thirty_three";"savyultras90";"#10204140121993059647"
"50";"#6796577539204239872";0,397777777777778;"team_twenty_nine";"savyultras90";"#10204140121993059647"
"51";"#11013791180071975289";0,985862785862786;"team_twenty_four";"savyultras90";"#10204140121993059647"
"52";"#7205934642633274330";0,553808353808354;"team_seventeen";"savyultras90";"#10204140121993059647"
"53";"#7871784203207309260";0,321836288559631;"team_thirty_five";"savyultras90";"#10204140121993059647"
"54";"#3727539207132643089";0,837809647979139;"team_seven";"savyultras90";"#10204140121993059647"
"55";"#17518961088529937781";1,11926424050633;"team_thirty_one";"savyultras90";"#10204140121993059647"
"56";"#6632069622378565944";0,334442595673877;"team_twenty";"savyultras90";"#10204140121993059647"
"57";"#18068073175810359438";1,21872625019;"team_seven";"savyultras90";"#10204140121993059647"
"58";"#763790171634748451";0,514563106796116;"team_twenty_three";"savyultras90";"#10204140121993059647"
"59";"#11630054037724859003";0,955124493341054;"team_thirty_six";"savyultras90";"#10204140121993059647"
"60";"#5291242424646348344";0,404255319148936;"team_thirty";"savyultras90";"#10204140121993059647"
"61";"#3834973573372259796";3,37791690381332;"allies";"savyultras90";"#10204140121993059647"
"62";"#5805997648859271908";1,0612151667428;"team_thirty";"savyultras90";"#10204140121993059647"
"63";"#15759716";0,958565737051793;"team_twenty";"savyultras90";"#10204140121993059647"
"64";"#12595344894031608678";0,95416164053076;"team_twelve";"savyultras90";"#10204140121993059647"
"65";"#6087600223245306629";1,21590535655603;"team_twelve";"savyultras90";"#10204140121993059647"
"66";"#6334387065703449511";0,584905660377358;"team_thirty_two";"savyultras90";"#10204140121993059647"
"67";"#35705552";0,355660007833921;"team_twelve";"savyultras90";"#10204140121993059647"
"68";"#8226474467248719769";0,702054794520548;"team_ten";"savyultras90";"#10204140121993059647"
"69";"#16311398747606037708";0,971061093247588;"team_fourteen";"savyultras90";"#10204140121993059647"
"70";"#12968495830412177454";0,51219512195122;"team_thirty_seven";"savyultras90";"#10204140121993059647"
"71";"#16830516555920489294";1,13665501165501;"team_eleven";"savyultras90";"#10204140121993059647"
"72";"#8970708449391190361";3,65849992484593;"allies";"savyultras90";"#10204140121993059647"
"73";"#14686006557407805058";0,317652136383254;"team_seventeen";"savyultras90";"#10204140121993059647"
"74";"#6608830607920343972";0,534359538207806;"team_three";"savyultras90";"#10204140121993059647"
"75";"#22288844";1,70048415492958;"team_eighteen";"savyultras90";"#10204140121993059647"
"76";"#2066523003115658477";0,866141732283465;"team_thirty_one";"savyultras90";"#10204140121993059647"
"77";"#13062896";0,821203953279425;"team_eighteen";"savyultras90";"#10204140121993059647"
"78";"#12586932845160882361";0,911881750994883;"team_five";"savyultras90";"#10204140121993059647"
"79";"#16210670233252587301";1,0433755636676;"team_seventeen";"savyultras90";"#10204140121993059647"
"80";"#14724348044130460372";1,10688506385341;"team_thirty_six";"savyultras90";"#10204140121993059647"
"81";"#15732205128637627530";3,36750661603958;"allies";"savyultras90";"#10204140121993059647"
"82";"#7605851805465093019";0,896207584830339;"team_thirteen";"savyultras90";"#10204140121993059647"
"83";"#6075624544612064817";0,510416666666667;"team_thirty_seven";"savyultras90";"#10204140121993059647"
"84";"#17088081069600798438";1,06081081081081;"team_thirty_one";"savyultras90";"#10204140121993059647"
"85";"#9888336367352520865";1,4337673072949;"team_fifteen";"savyultras90";"#10204140121993059647"
"86";"#1888005548806730487";1,0174118341449;"team_nineteen";"savyultras90";"#10204140121993059647"
"87";"#11601386438410687669";0,496543310288735;"team_twenty_nine";"savyultras90";"#10204140121993059647"
"88";"#9145901727784514358";0,582295205738014;"team_four";"savyultras90";"#10204140121993059647"
"89";"#13033272520180920042";1,49652294853964;"team_fourteen";"savyultras90";"#10204140121993059647"
"90";"#17555786618777284392";0,924045407636739;"team_twenty_seven";"savyultras90";"#10204140121993059647"
"91";"#9157843783285603461";1,16918682795699;"team_twenty_three";"savyultras90";"#10204140121993059647"
"92";"#10669072979659654767";0,387351778656126;"team_nine";"savyultras90";"#10204140121993059647"
"93";"#1326305113482995184";0,848401196227283;"team_thirty_five";"savyultras90";"#10204140121993059647"
"94";"#14855486054032209343";0,488636363636364;"team_thirteen";"savyultras90";"#10204140121993059647"
"95";"#9445748646082123823";0,756585879873551;"team_twenty_five";"savyultras90";"#10204140121993059647"
"96";"#17353592881260121708";0,575757575757576;"team_thirteen";"savyultras90";"#10204140121993059647"
"97";"#3424545438396627285";0,799874134675897;"team_thirty_four";"savyultras90";"#10204140121993059647"
"98";"#6835980123699693061";0,553191489361702;"team_thirty_seven";"savyultras90";"#10204140121993059647"
"99";"#17440042";0,824681684622919;"team_four";"savyultras90";"#10204140121993059647"
"100";"#34842272";0,785714285714286;"team_twenty";"savyultras90";"#10204140121993059647"
"101";"#10397635221712546751";0,772806710940231;"team_seven";"savyultras90";"#10204140121993059647"
"102";"#1832849854572152961";1,25769230769231;"team_thirty_one";"savyultras90";"#10204140121993059647"
"103";"#19029000";3,16250212476628;"team_eight";"savyultras90";"#10204140121993059647"
"104";"#1512454529832697035";0,992597360798198;"team_twenty_six";"savyultras90";"#10204140121993059647"
"105";"#4983082669926096273";0,948046181172291;"team_twenty_four";"savyultras90";"#10204140121993059647"
"106";"#14974378403615713635";0,869411764705882;"team_five";"savyultras90";"#10204140121993059647"
"107";"#18104768701924860823";0,610559745930925;"team_thirty_eight";"savyultras90";"#10204140121993059647"
"108";"#2417316350662898176";0,852594926214558;"team_twenty_one";"savyultras90";"#10204140121993059647"
"109";"#14640376596440025273";1,03450980392157;"team_thirty_three";"savyultras90";"#10204140121993059647"
"110";"#7746176493752744368";0,698191933240612;"team_twenty_four";"savyultras90";"#10204140121993059647"
"111";"#8215529764565518835";2,82278481012658;"team_eight";"savyultras90";"#10204140121993059647"
"112";"#10791366462385552991";0,735774150860168;"team_twenty_two";"savyultras90";"#10204140121993059647"
"113";"#5439514635255592732";1,20851688693098;"team_twenty_five";"savyultras90";"#10204140121993059647"
"114";"#5094664586503217792";0,687515762925599;"team_twenty_two";"savyultras90";"#10204140121993059647"
"115";"#10039205347792551930";0,71651242084754;"team_six";"savyultras90";"#10204140121993059647"
"116";"#1476142859088017648";0,916993231207695;"team_twenty_one";"savyultras90";"#10204140121993059647"
"117";"#6076569911955087944";1,28113718411552;"team_six";"savyultras90";"#10204140121993059647"
"118";"#14225882296956770218";1,12891986062718;"team_fifteen";"savyultras90";"#10204140121993059647"
"119";"#4365896046037533829";1,14657853810264;"team_sixteen";"savyultras90";"#10204140121993059647"
"120";"#20161736";0,917889587700908;"team_four";"savyultras90";"#10204140121993059647"
"121";"#3706902480563088396";0,709167544783983;"team_twenty_one";"savyultras90";"#10204140121993059647"
"122";"#2526359506556706293";0,651162790697674;"team_thirty_seven";"savyultras90";"#10204140121993059647"
"123";"#17632759005820167617";0,545588235294118;"team_thirty_six";"savyultras90";"#10204140121993059647"
"124";"#26837160";1,31372549019608;"team_twenty_three";"savyultras90";"#10204140121993059647"
"125";"#8710812649494307259";0,56678281068525;"team_seventeen";"savyultras90";"#10204140121993059647"
"126";"#12975702";1,51158985546768;"team_nineteen";"savyultras90";"#10204140121993059647"
"127";"#9837627211154968808";1,65302410186448;"team_twelve";"savyultras90";"#10204140121993059647"
"128";"#27699912";1,05745212323064;"team_nine";"savyultras90";"#10204140121993059647"
"129";"#1971358246323197960";0,546238244514107;"team_thirty_three";"savyultras90";"#10204140121993059647"
"130";"#14003399540190148346";0,975369458128079;"team_thirty";"savyultras90";"#10204140121993059647"
"131";"#723239072900665365";0,940159574468085;"team_thirty";"savyultras90";"#10204140121993059647"
"132";"#15680114937764958622";0,599109131403118;"team_thirty_four";"savyultras90";"#10204140121993059647"
"133";"#16785263308693983650";1,09515570934256;"team_eighteen";"savyultras90";"#10204140121993059647"
"134";"#7294084759018919478";0,911324786324786;"team_six";"savyultras90";"#10204140121993059647"
"135";"#9156050992202743734";2,8267366720517;"team_eight";"savyultras90";"#10204140121993059647"
"136";"#15792746439512391502";2,66352370689655;"team_eight";"savyultras90";"#10204140121993059647"
"137";"#7303862159159729231";1,07620320855615;"team_eleven";"savyultras90";"#10204140121993059647"
"138";"#9604880004583769826";0,648902821316614;"team_thirty_six";"savyultras90";"#10204140121993059647"
"139";"#6738106501798871450";0,754487550665895;"team_twenty_eight";"savyultras90";"#10204140121993059647"
"140";"#15428218474159351963";1,03979907264297;"team_sixteen";"savyultras90";"#10204140121993059647"
"141";"#6125484489523025698";0,933964615001246;"axis";"savyultras90";"#10204140121993059647"
"142";"#1341356487247850957";0,727647867950481;"team_twenty_five";"savyultras90";"#10204140121993059647"
"143";"#5578650386194582246";1,21575821104123;"team_nineteen";"savyultras90";"#10204140121993059647"
"144";"#2615472830143283126";1,02516556291391;"team_thirty_four";"savyultras90";"#10204140121993059647"
"145";"#11273446448008743860";1,13659293752425;"team_twenty_one";"savyultras90";"#10204140121993059647"
"146";"#21720238";1,23569991376832;"team_twenty_nine";"savyultras90";"#10204140121993059647"
"147";"#14822782975209256773";0,807881773399015;"team_nine";"savyultras90";"#10204140121993059647"
"148";"#2838372421198723868";0,646059185467331;"team_twenty_four";"savyultras90";"#10204140121993059647"
"149";"#11645618648856651295";1,29278183292782;"team_twenty_nine";"Player 1";"#10281543814524017942"
"150";"#17892976466561309345";1,14864864864865;"team_twenty_seven";"Player 1";"#10281543814524017942"
"151";"#7184937";1,39310784939375;"team_seventeen";"Player 1";"#10281543814524017942"
"152";"#1378690401207625760";1,32758620689655;"team_forty_eight";"Player 1";"#10281543814524017942"
"153";"#6249727030469071149";1,15831054390763;"team_thirty_four";"Player 1";"#10281543814524017942"
"154";"#288986000217235196";1,16372202591284;"team_twenty_six";"Player 1";"#10281543814524017942"
"155";"#5294038974991566171";1,08098987626547;"team_forty_nine";"Player 1";"#10281543814524017942"
"156";"#155513337023525793";0,693012169113035;"team_twenty_three";"Player 1";"#10281543814524017942"
"157";"#16361770409524108714";0,745251105906844;"team_fifty_one";"Player 1";"#10281543814524017942"
"158";"#15637564889638832680";0,613963039014374;"team_forty_four";"Player 1";"#10281543814524017942"
"159";"#14733819075591180970";0,407407407407407;"team_fifty";"Player 1";"#10281543814524017942"
"160";"#9682994634451240071";1,09850905218317;"team_thirty_seven";"Player 1";"#10281543814524017942"
"161";"#14874765161482449052";0,607482993197279;"team_forty_three";"Player 1";"#10281543814524017942"
"162";"#5717667272283776047";1,52508361204013;"team_forty";"Player 1";"#10281543814524017942"
"163";"#9979523392112589222";0,814986123959297;"team_three";"Player 1";"#10281543814524017942"
"164";"#12946059541403517009";1,6977829638273;"team_six";"Player 1";"#10281543814524017942"
"165";"#1925873548289814202";1,75504032258065;"team_seven";"Player 1";"#10281543814524017942"
"166";"#7388848051016577663";1,17857142857143;"team_thirteen";"Player 1";"#10281543814524017942"
"167";"#4727514324053703801";1,52218934911243;"team_thirty_four";"Player 1";"#10281543814524017942"
"168";"#2003758273118213115";1,05567451820128;"team_eight";"Player 1";"#10281543814524017942"
"169";"#7786532019868756774";0,750128270908158;"team_fifty";"Player 1";"#10281543814524017942"
"170";"#17094590188922481262";1,17808219178082;"team_eight";"Player 1";"#10281543814524017942"
"171";"#3225606458237688364";1,84779874213836;"team_three";"Player 1";"#10281543814524017942"
"172";"#15362057833556765559";1,39911634756996;"team_twenty";"Player 1";"#10281543814524017942"
"173";"#1721176667098949968";1,0218009478673;"team_forty_six";"Player 1";"#10281543814524017942"
"174";"#2228521359289900585";1,80917280917281;"team_twenty_five";"Player 1";"#10281543814524017942"
"175";"#9568894357302360809";0,86046511627907;"team_thirty_one";"Player 1";"#10281543814524017942"
"176";"#12293185761459759975";1,91685393258427;"team_thirty_nine";"Player 1";"#10281543814524017942"
"177";"#4147154230881365335";0,994954591321897;"team_thirty_six";"Player 1";"#10281543814524017942"
"178";"#16306168291333198013";0,737586827887831;"team_five";"Player 1";"#10281543814524017942"
"179";"#17903398";1,24181669394435;"team_twelve";"Player 1";"#10281543814524017942"
"180";"#15836516686528459268";1,03798717316231;"team_forty_seven";"Player 1";"#10281543814524017942"
"181";"#10209271318019304168";1,67810426540284;"team_forty_eight";"Player 1";"#10281543814524017942"
"182";"#5397085516138641601";1,10501567398119;"team_thirty_one";"Player 1";"#10281543814524017942"
"183";"#35328210";0,717505995203837;"team_thirty_seven";"Player 1";"#10281543814524017942"
"184";"#2204805740007568199";0,563725490196078;"team_thirty_one";"Player 1";"#10281543814524017942"
"185";"#4660494091519563950";1,27848334253635;"team_eighteen";"Player 1";"#10281543814524017942"
"186";"#10653279040314068451";0,932984293193717;"team_ten";"Player 1";"#10281543814524017942"
"187";"#6318670304166680333";0,781159420289855;"team_forty_four";"Player 1";"#10281543814524017942"
"188";"#16367096";1,02690582959641;"team_forty_one";"Player 1";"#10281543814524017942"
"189";"#2871304938954189908";0,677408747122657;"team_twenty_two";"Player 1";"#10281543814524017942"
"190";"#16164298415756399819";1,02909647779479;"team_fourteen";"Player 1";"#10281543814524017942"
"191";"#8872776933867515814";0,565649867374005;"team_thirty_eight";"Player 1";"#10281543814524017942"
"192";"#17081128172996260239";1,40196078431373;"team_eighteen";"Player 1";"#10281543814524017942"
"193";"#5270374";1,26634512325831;"team_forty_one";"Player 1";"#10281543814524017942"
"194";"#14967507900067775458";0,786492374727669;"team_twenty_five";"Player 1";"#10281543814524017942"
"195";"#11321227081061928110";0,425531914893617;"team_forty_six";"Player 1";"#10281543814524017942"
"196";"#8717934598876170246";0,733333333333333;"team_thirty";"Player 1";"#10281543814524017942"
"197";"#9514383794749760374";2,90575539568345;"axis";"Player 1";"#10281543814524017942"
"198";"#16572639342586274463";0,960215053763441;"team_thirty_eight";"Player 1";"#10281543814524017942"
"199";"#15913861475985265968";1,68830689782368;"team_four";"Player 1";"#10281543814524017942"
"200";"#9506929081774878178";1,28644829800899;"team_twenty_seven";"Player 1";"#10281543814524017942"
"201";"#7524361";2,46311010215664;"team_nine";"Player 1";"#10281543814524017942"
"202";"#2182768343946950378";0,814186117005153;"team_thirty_six";"Player 1";"#10281543814524017942"
"203";"#11548391927484406294";1,58644470868014;"team_five";"Player 1";"#10281543814524017942"
"204";"#496692025408150958";0,763358778625954;"team_forty_two";"Player 1";"#10281543814524017942"
"205";"#5807135485641162989";1,92898076135898;"team_four";"Player 1";"#10281543814524017942"
"206";"#4872495443435737393";0,630170316301703;"team_eight";"Player 1";"#10281543814524017942"
"207";"#3974921768901402674";0,9373795761079;"team_forty_seven";"Player 1";"#10281543814524017942"
"208";"#16196932016195650452";1,28843861740167;"team_thirteen";"Player 1";"#10281543814524017942"
"209";"#3600604221598171918";1,32321699544765;"team_forty_nine";"Player 1";"#10281543814524017942"
"210";"#12123775023696885898";0,985163204747775;"team_ten";"Player 1";"#10281543814524017942"
"211";"#18210790304513904247";1,14133333333333;"team_twelve";"Player 1";"#10281543814524017942"
"212";"#14553309668777832391";0,793723047436512;"team_thirty_three";"Player 1";"#10281543814524017942"
"213";"#5050226128795811266";1,74872557349193;"team_forty_eight";"Player 1";"#10281543814524017942"
"214";"#17897022062798703372";1,42416225749559;"team_twenty_one";"Player 1";"#10281543814524017942"
"215";"#14342167069942834595";0,736879100281162;"team_forty_six";"Player 1";"#10281543814524017942"
"216";"#6173571826024408225";1,79992091735864;"allies";"Player 1";"#10281543814524017942"
"217";"#1506233899378227975";0,795332136445242;"team_fifty";"Player 1";"#10281543814524017942"
"218";"#13741484369093667363";0,947096774193548;"team_thirty_two";"Player 1";"#10281543814524017942"
"219";"#15357574767019115503";1,97704590818363;"team_twenty_eight";"Player 1";"#10281543814524017942"
"220";"#12914444920590954959";2,86538027533288;"allies";"Player 1";"#10281543814524017942"
"221";"#12550216751350158023";1,0688731284476;"team_nine";"Player 1";"#10281543814524017942"
"222";"#8388856565607417211";1,46190028222013;"team_nine";"Player 1";"#10281543814524017942"
"223";"#18393899782139687248";1,35212527964206;"team_forty_two";"Player 1";"#10281543814524017942"
"224";"#34377920";2,13541397988135;"axis";"Player 1";"#10281543814524017942"
"225";"#9453353762954485768";1,58559950556242;"team_thirty";"Player 1";"#10281543814524017942"
"226";"#2956124051482564126";1,49101988454137;"team_thirty_seven";"Player 1";"#10281543814524017942"
"227";"#819852173804310652";0,639936482731243;"team_fourteen";"Player 1";"#10281543814524017942"
"228";"#18036310805643169248";0,681836818368184;"team_fifty_one";"Player 1";"#10281543814524017942"
"229";"#10605275871399781114";0,954744525547445;"team_thirty_two";"Player 1";"#10281543814524017942"
"230";"#13326867786772351630";2,188;"team_twenty_seven";"Player 1";"#10281543814524017942"
"231";"#7945548235035641363";1,05882352941176;"team_twelve";"Player 1";"#10281543814524017942"
"232";"#8835615298792986051";1,02672989868506;"team_twenty_three";"Player 1";"#10281543814524017942"
"233";"#11190920305122181398";0,730769230769231;"team_forty_five";"Player 1";"#10281543814524017942"
"234";"#1287619496679715371";1,24982935153584;"team_four";"Player 1";"#10281543814524017942"
"235";"#13521954192188536172";1,4787915776625;"team_twenty";"Player 1";"#10281543814524017942"
"236";"#8811290689998131258";1,14946205292236;"team_thirty_four";"Player 1";"#10281543814524017942"
"237";"#88771196331157628";1,28528249244362;"team_thirty_three";"Player 1";"#10281543814524017942"
"238";"#35332912";1,51830443159923;"team_five";"Player 1";"#10281543814524017942"
"239";"#10921667857617781003";1,76623376623377;"team_fifteen";"Player 1";"#10281543814524017942"
"240";"#18433135783209074990";1,98208469055375;"team_fifteen";"Player 1";"#10281543814524017942"
"241";"#11655277133650596526";1,28564476885645;"team_thirty_two";"Player 1";"#10281543814524017942"
"242";"#9112626656534741112";1,39572668595593;"team_twenty_three";"Player 1";"#10281543814524017942"
"243";"#16506811322847666849";4,6986092265943;"axis";"Player 1";"#10281543814524017942"
"244";"#10881641302469272445";0,915094339622642;"team_thirty_five";"Player 1";"#10281543814524017942"
"245";"#10112439871158102371";0,966633954857704;"team_twenty_eight";"Player 1";"#10281543814524017942"
"246";"#15538465490786163321";1,25873761085029;"team_twenty_eight";"Player 1";"#10281543814524017942"
"247";"#12469743437254299843";2,85641025641026;"allies";"Player 1";"#10281543814524017942"
"248";"#1248439226074589898";1,1260945709282;"team_thirty_nine";"Player 1";"#10281543814524017942"
"249";"#14206182417439467185";0,772073921971253;"team_twenty_nine";"Player 1";"#10281543814524017942"
"250";"#10390033946045772942";4,77139979859013;"team_fourteen";"Player 1";"#10281543814524017942"
"251";"#1324762885905182928";2,65914221218962;"team_three";"Player 1";"#10281543814524017942"
"252";"#16412480837540197325";1,11455108359133;"team_nineteen";"Player 1";"#10281543814524017942"
"253";"#5059449129692921875";1,52852852852853;"team_fifteen";"Player 1";"#10281543814524017942"
"254";"#10418815739136113632";0,844715447154472;"team_sixteen";"Player 1";"#10281543814524017942"
"255";"#15439286742974884567";1,79647577092511;"team_eighteen";"Player 1";"#10281543814524017942"
"256";"#6448544371951328195";1,39198743126473;"team_eleven";"Player 1";"#10281543814524017942"
"257";"#15426960968672161846";0,960690145855567;"team_eleven";"Player 1";"#10281543814524017942"
"258";"#1924246982277377082";1,38776978417266;"team_seventeen";"Player 1";"#10281543814524017942"
"259";"#12133208";0,798518518518519;"team_thirty_nine";"Player 1";"#10281543814524017942"
"260";"#531024042046348856";0,36741214057508;"team_twenty_four";"Player 1";"#10281543814524017942"
"261";"#11807355510941469209";1,85205992509363;"team_seventeen";"Player 1";"#10281543814524017942"
"262";"#2690870555119711973";1,09837492745212;"team_sixteen";"Player 1";"#10281543814524017942"
"263";"#12607341088533010558";1,27780979827089;"team_thirty_eight";"Player 1";"#10281543814524017942"
"264";"#10936272944815826371";1,26170072511536;"team_fifty_one";"Player 1";"#10281543814524017942"
"265";"#14438464249198378945";2,2964729690662;"team_seven";"Player 1";"#10281543814524017942"
"266";"#1276249479235785307";1,35249457700651;"team_forty_five";"Player 1";"#10281543814524017942"
"267";"#14915441746054900234";1,59224515322076;"team_thirty";"Player 1";"#10281543814524017942"
"268";"#6204357421445728701";1,28551532033426;"team_twenty_two";"Player 1";"#10281543814524017942"
"269";"#17287386832159220832";0,808574652124859;"team_thirty_three";"Player 1";"#10281543814524017942"
"270";"#4015523046026453447";1,29300385109114;"team_eleven";"Player 1";"#10281543814524017942"
"271";"#11946343123351848160";0,554514214308029;"team_forty_nine";"Player 1";"#10281543814524017942"
"272";"#17426321536640532161";1,23195677344655;"team_twenty_six";"Player 1";"#10281543814524017942"
"273";"#3272270251136700086";2,40726278797345;"team_twenty_four";"Player 1";"#10281543814524017942"
"274";"#10759375652476541362";1,51053159478435;"team_twenty_two";"Player 1";"#10281543814524017942"
"275";"#12627026446264045695";1,39685778412569;"team_nineteen";"Player 1";"#10281543814524017942"
"276";"#85799947390410811";0,744785949506037;"team_thirty_six";"Player 1";"#10281543814524017942"
"277";"#11338340177297123791";1,404028886355;"team_six";"Player 1";"#10281543814524017942"
"278";"#10513142496824494345";0,963944396177237;"team_ten";"Player 1";"#10281543814524017942"
"279";"#16106669543965389228";0,834285714285714;"team_twenty_nine";"Player 1";"#10281543814524017942"
"280";"#7067957067861256663";0,984898227183191;"team_thirty_five";"Player 1";"#10281543814524017942"
"281";"#3872144251767723089";0,808575803981623;"team_forty";"Player 1";"#10281543814524017942"
"282";"#7754671";1,41497659906396;"team_seven";"Player 1";"#10281543814524017942"
"283";"#8436237286431045396";1,40965346534653;"team_forty_seven";"Player 1";"#10281543814524017942"
"284";"#16293876740194917721";1,67756286266925;"team_forty";"Player 1";"#10281543814524017942"
"285";"#6385970336221122225";1,14026517794836;"team_twenty_four";"Player 1";"#10281543814524017942"
"286";"#14549273681657204919";1,60380912515697;"team_twenty_one";"Player 1";"#10281543814524017942"
"287";"#1325889529260608008";1,71164574616457;"team_nineteen";"Player 1";"#10281543814524017942"
"288";"#10041749506957075708";0,931114551083591;"team_thirteen";"Player 1";"#10281543814524017942"
"289";"#2569954";1,78380975258227;"team_forty_one";"Player 1";"#10281543814524017942"
"290";"#6265437781980188350";1,43668831168831;"team_twenty_one";"Player 1";"#10281543814524017942"
"291";"#10618296224852910259";0,729863692688972;"team_forty_five";"Player 1";"#10281543814524017942"
"292";"#11379346723710835867";1,83241252302026;"team_twenty_five";"Player 1";"#10281543814524017942"
"293";"#1058199764965118460";0,779846659364732;"team_twenty";"Player 1";"#10281543814524017942"
"294";"#19320864";1,87455830388693;"team_twenty_six";"Player 1";"#10281543814524017942"
"295";"#8687731454930666219";0,761160714285714;"team_thirty_five";"Player 1";"#10281543814524017942"
"296";"#758037437597239013";1,36323567539538;"team_sixteen";"Player 1";"#10281543814524017942"
"297";"#12219137709641720480";0,953455320660863;"team_eight";"Player 2";"#1040443637245600697"
"298";"#4988628087221888620";0,820322180916977;"team_eighteen";"Player 2";"#1040443637245600697"
"299";"#8477997529609626351";1,41717352415027;"team_thirty_nine";"Player 2";"#1040443637245600697"
"300";"#5932520699093489485";0,387526652452026;"team_seventeen";"Player 2";"#1040443637245600697"
"301";"#17978570789004900983";0,74468085106383;"team_eighteen";"Player 2";"#1040443637245600697"
"302";"#5284386144375996196";0,855072463768116;"team_twenty_four";"Player 2";"#1040443637245600697"
"303";"#10554536696465260156";0,463364993215739;"team_forty_eight";"Player 2";"#1040443637245600697"
"304";"#35894040";0,662571428571429;"team_nine";"Player 2";"#1040443637245600697"
